transaction_id,user_id,amount,transaction_time,location,device_id,merchant,fraud_flag
T1489,U1488,29252,30-11-24 16:33,Chennai,D247,Amazon,0
T1490,U203,23972,12-01-24 10:46,Delhi,D296,Flipkart,0
T1491,U111,23940,19-05-24 18:31,Chennai,D308,Amazon,1
T1492,U1874,6464,28-09-24 19:04,Chennai,D405,Amazon,0
T1493,U168,37595,05-08-24 7:03,Bangalore,D224,Flipkart,0
T1494,U789,43418,14-01-24 1:17,Chennai,D17,Swiggy,0
T1495,U386,20338,08-06-24 9:08,Mumbai,D189,Amazon,0
T1496,U1356,41432,03-09-24 23:42,Delhi,D367,Paytm,0
T1497,U297,22886,25-08-24 12:48,Mumbai,D272,Paytm,0
T1498,U26,45175,08-09-24 11:39,Chennai,D133,Swiggy,0
T1499,U695,39919,31-05-24 21:28,Mumbai,D161,Amazon,0
T1500,U900,2035,31-01-24 6:46,Mumbai,D83,Amazon,0
T1501,U13,24199,21-11-24 15:22,Bangalore,D332,Swiggy,0
T1502,U1225,33906,08-03-24 16:34,Delhi,D420,Flipkart,0
T1503,U1753,22611,23-02-24 9:54,Delhi,D95,Zomato,0
T1504,U1103,23506,28-09-24 2:18,Hyderabad,D54,Flipkart,0
T1505,U917,22020,09-09-24 9:36,Hyderabad,D412,Amazon,0
T1506,U1243,21466,26-11-24 3:14,Mumbai,D40,Zomato,0
T1507,U1485,33179,26-03-24 14:40,Bangalore,D449,Zomato,0
T1508,U432,27636,06-12-24 20:32,Bangalore,D324,Flipkart,0
T1509,U757,36420,11-08-24 16:42,Delhi,D409,Swiggy,1
T1510,U1789,29534,07-03-24 5:49,Mumbai,D263,Zomato,1
T1511,U1846,49275,08-03-24 4:02,Chennai,D373,Paytm,0
T1512,U685,25832,29-09-24 18:59,Hyderabad,D138,Swiggy,0
T1513,U1313,47946,14-03-24 14:02,Bangalore,D249,Flipkart,0
T1514,U907,11485,09-09-24 11:08,Chennai,D226,Swiggy,0
T1515,U1142,19053,07-05-24 2:44,Hyderabad,D98,Swiggy,0
T1516,U1118,48482,09-08-24 18:10,Chennai,D38,Swiggy,0
T1517,U1598,49391,30-06-24 9:33,Bangalore,D179,Amazon,0
T1518,U1348,21992,05-01-24 1:18,Mumbai,D164,Amazon,0
T1519,U1765,12694,29-01-24 15:44,Delhi,D89,Zomato,0
T1520,U966,39142,28-01-24 7:46,Bangalore,D414,Zomato,0
T1521,U193,27778,11-12-24 21:09,Mumbai,D204,Zomato,1
T1522,U438,34901,17-04-24 12:01,Chennai,D291,Zomato,0
T1523,U451,46223,09-08-24 14:43,Chennai,D142,Zomato,0
T1524,U430,4613,29-04-24 9:01,Mumbai,D25,Paytm,0
T1525,U1554,6901,20-03-24 20:19,Mumbai,D323,Flipkart,0
T1526,U1200,18449,09-11-24 1:24,Chennai,D414,Flipkart,0
T1527,U900,18911,24-05-24 10:55,Mumbai,D28,Zomato,0
T1528,U866,4682,15-09-24 1:50,Hyderabad,D2,Paytm,0
T1529,U1074,40420,22-08-24 6:25,Mumbai,D193,Swiggy,0
T1530,U867,3579,11-03-24 20:59,Delhi,D285,Flipkart,0
T1531,U1153,27817,15-05-24 21:48,Bangalore,D316,Swiggy,0
T1532,U348,48971,04-11-24 12:37,Bangalore,D354,Amazon,0
T1533,U129,30071,10-11-24 7:45,Delhi,D36,Swiggy,0
T1534,U1921,11228,30-08-24 5:21,Delhi,D364,Swiggy,0
T1535,U437,37485,04-04-24 14:06,Hyderabad,D241,Amazon,0
T1536,U903,48461,21-05-24 19:52,Delhi,D109,Paytm,0
T1537,U1329,37274,04-10-24 22:28,Chennai,D371,Swiggy,0
T1538,U1273,48788,03-12-24 4:29,Mumbai,D356,Swiggy,0
T1539,U176,46882,10-08-24 12:42,Hyderabad,D199,Paytm,0
T1540,U1801,14329,30-03-24 13:03,Delhi,D224,Paytm,0
T1541,U241,43103,24-01-24 2:00,Delhi,D423,Flipkart,0
T1542,U644,4644,19-01-24 16:59,Delhi,D200,Zomato,1
T1543,U1239,31961,04-11-24 0:42,Mumbai,D323,Paytm,0
T1544,U1977,42465,04-11-24 1:29,Hyderabad,D39,Paytm,0
T1545,U1186,39163,29-09-24 18:36,Hyderabad,D171,Paytm,0
T1546,U819,21129,25-09-24 7:32,Hyderabad,D354,Flipkart,0
T1547,U70,1277,17-05-24 17:29,Delhi,D119,Amazon,0
T1548,U61,25867,23-09-24 22:59,Hyderabad,D339,Paytm,0
T1549,U469,22704,20-04-24 7:49,Delhi,D475,Amazon,0
T1550,U931,4104,15-11-24 4:12,Chennai,D452,Swiggy,0
T1551,U1589,34840,26-02-24 23:15,Delhi,D74,Zomato,0
T1552,U967,49306,08-02-24 5:09,Delhi,D250,Zomato,0
T1553,U1292,22257,27-02-24 12:30,Hyderabad,D113,Paytm,0
T1554,U1621,4670,02-06-24 3:56,Hyderabad,D83,Zomato,0
T1555,U1986,3210,27-10-24 19:05,Chennai,D415,Amazon,0
T1556,U1261,42584,02-10-24 8:42,Delhi,D107,Flipkart,0
T1557,U504,6526,03-06-24 6:40,Chennai,D132,Amazon,0
T1558,U63,36966,31-07-24 19:41,Mumbai,D19,Paytm,0
T1559,U992,41512,05-09-24 9:44,Hyderabad,D320,Amazon,0
T1560,U672,25157,09-12-24 16:59,Delhi,D375,Amazon,0
T1561,U174,21619,13-06-24 1:10,Bangalore,D312,Amazon,0
T1562,U1512,47845,21-03-24 10:42,Mumbai,D388,Flipkart,0
T1563,U279,8418,14-07-24 13:27,Chennai,D492,Amazon,0
T1564,U1019,13896,05-04-24 21:40,Hyderabad,D284,Paytm,0
T1565,U1041,6543,16-02-24 10:15,Delhi,D145,Paytm,0
T1566,U555,31464,10-01-24 20:41,Mumbai,D162,Zomato,0
T1567,U218,17770,26-08-24 2:41,Bangalore,D484,Swiggy,0
T1568,U831,20844,25-02-24 13:53,Bangalore,D121,Flipkart,0
T1569,U1688,47850,29-04-24 15:52,Chennai,D276,Zomato,0
T1570,U207,43036,08-03-24 1:50,Bangalore,D255,Flipkart,0
T1571,U1198,28569,07-03-24 17:17,Hyderabad,D429,Flipkart,1
T1572,U27,12977,10-04-24 10:35,Bangalore,D184,Paytm,0
T1573,U488,18495,31-07-24 15:32,Hyderabad,D12,Zomato,0
T1574,U1458,39082,08-10-24 15:35,Hyderabad,D124,Zomato,0
T1575,U847,7948,28-07-24 3:29,Bangalore,D318,Swiggy,0
T1576,U628,46588,24-05-24 5:24,Chennai,D271,Amazon,0
T1577,U1108,17691,19-01-24 22:48,Hyderabad,D117,Swiggy,0
T1578,U1872,32737,02-09-24 3:08,Mumbai,D31,Amazon,0
T1579,U756,20787,27-09-24 23:53,Mumbai,D19,Flipkart,0
T1580,U939,43098,23-09-24 14:40,Mumbai,D115,Zomato,0
T1581,U543,6744,17-11-24 12:36,Chennai,D73,Paytm,0
T1582,U259,23813,06-09-24 16:03,Hyderabad,D126,Flipkart,0
T1583,U338,18625,04-09-24 3:24,Hyderabad,D205,Swiggy,0
T1584,U520,989,25-09-24 2:18,Bangalore,D199,Flipkart,0
T1585,U294,40323,10-09-24 12:36,Hyderabad,D211,Swiggy,0
T1586,U20,8329,23-05-24 17:43,Chennai,D31,Swiggy,0
T1587,U1359,24013,19-08-24 19:29,Delhi,D76,Paytm,0
T1588,U13,30538,15-04-24 15:13,Bangalore,D232,Swiggy,1
T1589,U1572,13243,22-05-24 13:45,Bangalore,D68,Flipkart,0
T1590,U1305,8346,06-04-24 4:04,Chennai,D469,Swiggy,0
T1591,U1789,19933,08-03-24 14:25,Bangalore,D271,Amazon,0
T1592,U807,34494,21-06-24 1:06,Bangalore,D493,Flipkart,0
T1593,U889,1652,05-11-24 22:21,Delhi,D155,Swiggy,0
T1594,U798,29548,23-04-24 23:58,Mumbai,D96,Zomato,0
T1595,U198,21500,19-08-24 1:49,Bangalore,D160,Flipkart,0
T1596,U1277,28669,12-01-24 1:50,Delhi,D231,Paytm,0
T1597,U74,6798,17-06-24 0:36,Mumbai,D122,Paytm,0
T1598,U409,49229,10-10-24 21:58,Delhi,D315,Paytm,0
T1599,U1111,32603,04-05-24 17:18,Chennai,D347,Flipkart,0
T1600,U1476,14212,22-07-24 1:05,Delhi,D393,Flipkart,0
T1601,U625,25277,27-09-24 4:28,Chennai,D50,Amazon,0
T1602,U1832,25016,26-09-24 7:54,Mumbai,D249,Zomato,0
T1603,U539,6368,30-03-24 9:26,Delhi,D438,Paytm,0
T1604,U1374,13097,23-04-24 17:55,Bangalore,D70,Amazon,0
T1605,U1389,16722,01-06-24 14:01,Chennai,D273,Swiggy,0
T1606,U1308,21040,16-03-24 18:09,Chennai,D148,Swiggy,0
T1607,U1854,46212,27-03-24 4:53,Chennai,D213,Zomato,0
T1608,U798,45640,11-06-24 19:21,Bangalore,D5,Zomato,0
T1609,U667,48084,09-06-24 18:34,Mumbai,D260,Zomato,0
T1610,U1703,25780,23-10-24 20:42,Hyderabad,D154,Flipkart,0
T1611,U747,1736,09-03-24 11:52,Bangalore,D472,Amazon,0
T1612,U1395,29865,15-01-24 9:37,Bangalore,D414,Flipkart,0
T1613,U1441,9825,24-04-24 3:46,Chennai,D86,Flipkart,0
T1614,U1205,25625,02-09-24 21:12,Bangalore,D335,Swiggy,0
T1615,U1451,15051,06-04-24 23:16,Chennai,D75,Amazon,0
T1616,U941,35297,31-10-24 19:15,Hyderabad,D479,Swiggy,0
T1617,U1163,49612,12-01-24 0:17,Hyderabad,D391,Paytm,0
T1618,U627,34595,09-12-24 19:54,Mumbai,D102,Flipkart,0
T1619,U1625,29562,06-11-24 10:23,Chennai,D76,Zomato,1
T1620,U324,34112,10-06-24 23:12,Bangalore,D299,Swiggy,0
T1621,U1642,47511,21-04-24 5:29,Hyderabad,D296,Amazon,0
T1622,U1737,29716,03-10-24 5:17,Bangalore,D54,Swiggy,0
T1623,U1944,20650,24-04-24 1:27,Mumbai,D63,Paytm,0
T1624,U754,16501,11-01-24 5:44,Mumbai,D321,Paytm,0
T1625,U1377,8567,07-12-24 11:40,Mumbai,D6,Amazon,0
T1626,U784,21559,12-09-24 13:31,Bangalore,D282,Amazon,0
T1627,U1412,156,02-12-24 6:05,Mumbai,D421,Flipkart,0
T1628,U1475,13659,05-04-24 13:53,Bangalore,D297,Swiggy,0
T1629,U691,6101,08-07-24 13:22,Mumbai,D256,Zomato,0
T1630,U145,12728,07-11-24 9:37,Chennai,D20,Flipkart,0
T1631,U165,48480,03-12-24 20:24,Bangalore,D329,Zomato,0
T1632,U1612,1036,07-04-24 19:30,Hyderabad,D464,Paytm,0
T1633,U132,48190,04-04-24 2:20,Bangalore,D194,Zomato,0
T1634,U1844,28086,10-05-24 9:13,Chennai,D51,Zomato,0
T1635,U372,11489,24-11-24 22:35,Chennai,D76,Swiggy,0
T1636,U161,43337,31-05-24 18:16,Mumbai,D169,Flipkart,0
T1637,U751,7942,11-09-24 3:15,Bangalore,D397,Flipkart,0
T1638,U734,33104,25-05-24 1:20,Delhi,D155,Amazon,0
T1639,U1293,39622,13-10-24 15:47,Hyderabad,D434,Swiggy,1
T1640,U1760,39506,05-01-24 21:34,Delhi,D105,Swiggy,0
T1641,U1615,49571,04-04-24 9:44,Mumbai,D230,Flipkart,0
T1642,U347,47639,09-10-24 13:31,Mumbai,D415,Flipkart,0
T1643,U273,22556,20-05-24 15:24,Chennai,D361,Flipkart,0
T1644,U1130,10715,29-01-24 11:13,Hyderabad,D276,Zomato,0
T1645,U1929,44904,29-07-24 18:02,Chennai,D20,Flipkart,0
T1646,U662,5898,17-10-24 8:00,Hyderabad,D459,Flipkart,0
T1647,U577,4709,17-10-24 2:16,Delhi,D294,Flipkart,0
T1648,U1578,40605,01-08-24 13:14,Hyderabad,D106,Zomato,0
T1649,U1998,9697,04-06-24 1:22,Bangalore,D154,Swiggy,0
T1650,U1906,28060,22-10-24 17:24,Delhi,D104,Zomato,0
T1651,U1800,32338,08-04-24 16:57,Bangalore,D412,Amazon,0
T1652,U1471,21580,02-03-24 14:45,Delhi,D366,Swiggy,0
T1653,U1535,3050,09-05-24 9:59,Bangalore,D344,Amazon,0
T1654,U99,33103,28-05-24 2:39,Bangalore,D166,Paytm,0
T1655,U1872,14137,10-09-24 1:23,Bangalore,D239,Flipkart,0
T1656,U301,43974,06-11-24 13:51,Bangalore,D105,Zomato,0
T1657,U1925,14949,08-02-24 21:31,Mumbai,D192,Zomato,0
T1658,U1671,22001,03-02-24 14:26,Chennai,D166,Swiggy,0
T1659,U678,24991,11-02-24 4:34,Delhi,D449,Paytm,0
T1660,U1476,40964,17-09-24 12:22,Hyderabad,D247,Amazon,0
T1661,U13,2258,25-03-24 6:38,Bangalore,D395,Zomato,0
T1662,U385,49825,16-08-24 10:08,Bangalore,D157,Amazon,0
T1663,U830,33710,12-01-24 11:14,Bangalore,D175,Amazon,1
T1664,U651,21732,07-01-24 13:31,Hyderabad,D71,Zomato,0
T1665,U168,38222,25-05-24 18:44,Bangalore,D134,Paytm,0
T1666,U446,27078,17-01-24 21:38,Bangalore,D51,Paytm,0
T1667,U1795,19010,03-01-24 0:13,Mumbai,D111,Amazon,0
T1668,U583,13076,26-11-24 15:45,Bangalore,D257,Flipkart,0
T1669,U1746,9440,15-02-24 17:07,Mumbai,D267,Zomato,0
T1670,U894,1771,22-10-24 19:03,Chennai,D264,Amazon,0
T1671,U797,43162,25-04-24 20:53,Chennai,D78,Zomato,0
T1672,U1470,29200,12-05-24 6:57,Mumbai,D444,Amazon,0
T1673,U865,28134,05-05-24 21:34,Delhi,D213,Paytm,0
T1674,U494,45124,09-11-24 13:33,Hyderabad,D290,Amazon,0
T1675,U516,17423,04-03-24 9:25,Hyderabad,D23,Swiggy,0
T1676,U764,17930,02-01-24 18:47,Mumbai,D54,Paytm,0
T1677,U1152,45750,21-01-24 12:32,Hyderabad,D45,Paytm,0
T1678,U385,17692,29-06-24 5:27,Mumbai,D36,Flipkart,0
T1679,U761,7265,26-11-24 16:13,Mumbai,D207,Zomato,0
T1680,U663,47472,15-04-24 5:35,Delhi,D42,Paytm,0
T1681,U1229,38991,15-05-24 2:37,Mumbai,D461,Paytm,1
T1682,U1317,44018,21-07-24 6:13,Chennai,D106,Flipkart,0
T1683,U841,37352,29-07-24 10:46,Hyderabad,D77,Swiggy,0
T1684,U1499,28703,18-06-24 11:29,Mumbai,D65,Zomato,0
T1685,U354,39198,21-05-24 15:25,Hyderabad,D50,Swiggy,0
T1686,U1385,39202,09-08-24 11:47,Hyderabad,D236,Amazon,0
T1687,U194,4180,11-09-24 14:59,Mumbai,D483,Amazon,0
T1688,U765,1826,03-05-24 3:08,Bangalore,D381,Flipkart,0
T1689,U1386,6522,01-05-24 19:29,Hyderabad,D385,Amazon,1
T1690,U1767,13532,30-10-24 4:20,Chennai,D297,Amazon,0
T1691,U1946,8015,22-02-24 13:21,Delhi,D18,Paytm,0
T1692,U361,35357,23-09-24 19:19,Delhi,D261,Swiggy,0
T1693,U540,29972,11-03-24 8:14,Chennai,D17,Flipkart,0
T1694,U968,26937,21-08-24 2:26,Mumbai,D40,Paytm,0
T1695,U641,14499,18-10-24 15:50,Bangalore,D136,Swiggy,0
T1696,U581,35120,01-12-24 8:23,Bangalore,D437,Flipkart,0
T1697,U1104,3589,09-12-24 1:04,Bangalore,D82,Amazon,0
T1698,U611,38062,27-09-24 18:13,Chennai,D254,Flipkart,0
T1699,U193,49355,25-09-24 11:07,Mumbai,D347,Zomato,0
T1700,U1014,13055,01-09-24 3:44,Hyderabad,D229,Swiggy,0
T1701,U329,4793,29-10-24 4:15,Bangalore,D126,Paytm,0
T1702,U826,2456,26-05-24 8:11,Delhi,D485,Swiggy,0
T1703,U1236,42846,27-09-24 8:39,Delhi,D208,Paytm,0
T1704,U1446,33371,25-01-24 6:50,Mumbai,D245,Swiggy,0
T1705,U1101,44385,07-01-24 1:20,Bangalore,D422,Swiggy,0
T1706,U613,41435,09-03-24 12:15,Bangalore,D348,Flipkart,0
T1707,U976,39315,10-11-24 1:53,Chennai,D349,Swiggy,0
T1708,U475,49104,03-04-24 0:51,Hyderabad,D226,Swiggy,0
T1709,U48,7881,25-05-24 4:04,Hyderabad,D198,Zomato,0
T1710,U1613,48457,22-06-24 23:23,Delhi,D11,Paytm,0
T1711,U87,3590,24-02-24 7:40,Hyderabad,D334,Paytm,1
T1712,U411,11890,21-09-24 8:07,Delhi,D229,Amazon,0
T1713,U1540,36845,19-08-24 23:37,Mumbai,D338,Flipkart,0
T1714,U1662,36705,03-10-24 11:47,Chennai,D240,Amazon,0
T1715,U1467,10196,30-09-24 13:48,Chennai,D341,Paytm,0
T1716,U847,9589,08-02-24 19:16,Hyderabad,D169,Zomato,0
T1717,U1884,38696,17-11-24 3:11,Bangalore,D383,Flipkart,0
T1718,U229,3158,16-10-24 14:28,Bangalore,D320,Paytm,0
T1719,U1862,2382,08-11-24 21:44,Chennai,D215,Swiggy,0
T1720,U1525,40757,28-02-24 1:11,Mumbai,D5,Swiggy,0
T1721,U1619,19546,03-11-24 9:27,Bangalore,D185,Paytm,0
T1722,U1180,9455,11-02-24 20:30,Bangalore,D262,Amazon,0
T1723,U1759,214,06-12-24 7:36,Bangalore,D98,Amazon,1
T1724,U1332,17963,28-10-24 20:04,Bangalore,D340,Zomato,0
T1725,U128,43894,31-08-24 18:18,Hyderabad,D321,Paytm,0
T1726,U973,12530,13-03-24 8:06,Chennai,D450,Paytm,0
T1727,U1566,24358,27-09-24 20:44,Chennai,D334,Zomato,0
T1728,U929,24534,12-06-24 21:10,Delhi,D212,Zomato,0
T1729,U1957,7408,16-03-24 17:02,Hyderabad,D261,Paytm,0
T1730,U1133,4643,26-01-24 7:17,Hyderabad,D379,Swiggy,0
T1731,U328,36601,12-07-24 9:23,Chennai,D82,Swiggy,0
T1732,U1720,35036,15-01-24 18:32,Mumbai,D322,Paytm,1
T1733,U465,37755,14-11-24 5:44,Delhi,D294,Paytm,0
T1734,U1152,35814,26-07-24 16:30,Delhi,D384,Paytm,0
T1735,U563,49035,25-01-24 19:27,Mumbai,D383,Paytm,0
T1736,U611,46649,09-10-24 13:08,Hyderabad,D110,Zomato,0
T1737,U1930,38934,06-03-24 11:53,Mumbai,D8,Swiggy,0
T1738,U129,42355,15-09-24 20:13,Hyderabad,D128,Flipkart,0
T1739,U485,13852,28-05-24 16:46,Bangalore,D361,Amazon,0
T1740,U841,27056,13-09-24 8:03,Bangalore,D296,Amazon,0
T1741,U302,34947,10-06-24 8:48,Delhi,D177,Swiggy,0
T1742,U1339,41810,31-01-24 14:31,Delhi,D461,Zomato,0
T1743,U427,10501,25-02-24 0:27,Bangalore,D383,Amazon,0
T1744,U747,14198,26-06-24 22:57,Bangalore,D186,Zomato,0
T1745,U1029,23627,13-02-24 8:15,Hyderabad,D3,Flipkart,0
T1746,U1640,31902,25-04-24 16:36,Hyderabad,D143,Amazon,0
T1747,U1917,34133,31-07-24 7:15,Mumbai,D417,Amazon,0
T1748,U1714,19025,27-09-24 10:57,Bangalore,D247,Flipkart,0
T1749,U199,10014,07-02-24 12:44,Delhi,D246,Amazon,0
T1750,U1126,49699,28-04-24 13:57,Delhi,D151,Zomato,0
T1751,U239,17118,27-09-24 0:50,Delhi,D7,Zomato,0
T1752,U263,11657,24-07-24 5:40,Bangalore,D316,Swiggy,0
T1753,U958,1375,01-06-24 12:20,Chennai,D260,Paytm,0
T1754,U1267,34290,07-08-24 9:48,Hyderabad,D493,Flipkart,0
T1755,U435,28468,30-08-24 12:28,Chennai,D409,Swiggy,0
T1756,U1660,32408,10-08-24 9:56,Delhi,D131,Flipkart,0
T1757,U1027,20930,19-06-24 1:33,Hyderabad,D405,Swiggy,0
T1758,U1349,19188,12-08-24 9:34,Mumbai,D23,Amazon,0
T1759,U1069,6480,15-07-24 4:18,Mumbai,D313,Zomato,0
T1760,U477,3448,18-02-24 11:26,Chennai,D254,Paytm,0
T1761,U873,28751,26-10-24 6:57,Hyderabad,D264,Swiggy,0
T1762,U28,1165,09-04-24 3:22,Chennai,D49,Paytm,0
T1763,U446,44088,10-09-24 9:32,Hyderabad,D95,Flipkart,0
T1764,U1002,15769,30-04-24 5:28,Mumbai,D222,Amazon,0
T1765,U147,8812,05-02-24 21:01,Hyderabad,D290,Zomato,0
T1766,U391,6483,30-07-24 13:50,Mumbai,D203,Amazon,0
T1767,U949,16176,13-06-24 15:24,Hyderabad,D318,Paytm,0
T1768,U1317,20472,13-10-24 18:00,Mumbai,D120,Swiggy,0
T1769,U945,22950,31-10-24 13:18,Hyderabad,D47,Zomato,0
T1770,U1979,43269,22-04-24 5:05,Delhi,D5,Paytm,0
T1771,U489,39568,13-10-24 6:18,Hyderabad,D476,Flipkart,0
T1772,U1732,27876,21-02-24 16:21,Mumbai,D492,Paytm,0
T1773,U1058,34727,31-01-24 21:48,Delhi,D500,Swiggy,0
T1774,U998,4120,05-04-24 6:32,Hyderabad,D129,Paytm,0
T1775,U437,2547,20-10-24 23:25,Mumbai,D55,Flipkart,0
T1776,U1837,30145,22-04-24 6:37,Delhi,D170,Paytm,0
T1777,U965,33987,05-04-24 1:17,Mumbai,D353,Zomato,0
T1778,U404,17649,09-12-24 17:59,Hyderabad,D140,Flipkart,0
T1779,U1570,19816,27-03-24 10:06,Delhi,D243,Amazon,0
T1780,U1717,7706,28-01-24 7:33,Hyderabad,D358,Flipkart,0
T1781,U888,15444,15-03-24 2:35,Hyderabad,D129,Zomato,0
T1782,U795,23190,25-06-24 17:53,Bangalore,D208,Flipkart,0
T1783,U988,11964,10-07-24 6:51,Bangalore,D376,Swiggy,0
T1784,U560,14694,30-04-24 1:00,Chennai,D180,Flipkart,0
T1785,U1161,7810,26-11-24 4:35,Hyderabad,D499,Zomato,0
T1786,U1503,7476,05-07-24 10:23,Chennai,D362,Amazon,0
T1787,U138,7796,18-01-24 13:53,Hyderabad,D2,Flipkart,0
T1788,U1185,9667,13-07-24 21:35,Chennai,D85,Paytm,0
T1789,U1268,21746,05-10-24 15:28,Delhi,D110,Swiggy,0
T1790,U292,25004,17-05-24 20:19,Mumbai,D95,Zomato,0
T1791,U1309,46276,15-02-24 16:12,Chennai,D331,Swiggy,0
T1792,U103,47912,19-08-24 6:25,Chennai,D165,Swiggy,0
T1793,U129,17659,25-02-24 22:23,Bangalore,D131,Paytm,0
T1794,U1748,42115,13-01-24 10:57,Delhi,D160,Flipkart,0
T1795,U1736,11903,01-10-24 8:26,Chennai,D225,Zomato,1
T1796,U1847,24551,21-03-24 4:39,Bangalore,D176,Amazon,0
T1797,U236,7747,03-06-24 5:33,Bangalore,D36,Paytm,0
T1798,U700,34072,21-03-24 8:13,Hyderabad,D196,Zomato,0
T1799,U754,4786,08-07-24 8:46,Delhi,D75,Zomato,0
T1800,U1926,16991,04-03-24 3:30,Hyderabad,D93,Flipkart,0
T1801,U243,6496,22-09-24 23:06,Bangalore,D72,Amazon,0
T1802,U1135,47725,02-02-24 10:48,Mumbai,D97,Zomato,0
T1803,U755,34403,08-04-24 1:34,Chennai,D78,Flipkart,0
T1804,U1485,27985,31-10-24 1:01,Mumbai,D324,Amazon,0
T1805,U1615,48282,13-11-24 22:08,Delhi,D105,Flipkart,0
T1806,U1673,20144,23-06-24 3:42,Delhi,D141,Amazon,0
T1807,U1701,41689,25-10-24 9:53,Chennai,D210,Swiggy,0
T1808,U635,36820,06-10-24 0:32,Bangalore,D275,Swiggy,0
T1809,U997,36038,10-01-24 15:05,Hyderabad,D299,Amazon,0
T1810,U220,21904,25-01-24 17:40,Delhi,D174,Flipkart,0
T1811,U340,25595,14-04-24 21:52,Hyderabad,D252,Swiggy,0
T1812,U1928,3509,16-04-24 1:10,Delhi,D74,Amazon,0
T1813,U249,49571,02-09-24 5:04,Chennai,D302,Amazon,0
T1814,U529,27894,29-01-24 2:04,Chennai,D55,Swiggy,0
T1815,U688,13264,25-01-24 9:10,Mumbai,D332,Flipkart,0
T1816,U1348,37907,16-07-24 15:03,Mumbai,D490,Paytm,1
T1817,U1845,38354,11-09-24 4:06,Mumbai,D91,Flipkart,0
T1818,U803,30021,14-04-24 14:07,Delhi,D231,Swiggy,0
T1819,U501,23131,30-01-24 23:38,Hyderabad,D151,Zomato,0
T1820,U1208,41638,31-05-24 23:51,Mumbai,D106,Paytm,0
T1821,U288,39277,10-11-24 1:32,Mumbai,D450,Amazon,0
T1822,U1405,5786,09-06-24 18:33,Bangalore,D456,Amazon,0
T1823,U1437,18855,19-03-24 16:59,Bangalore,D286,Amazon,0
T1824,U185,24490,23-03-24 7:30,Bangalore,D444,Amazon,0
T1825,U1667,43694,11-03-24 16:20,Delhi,D448,Zomato,0
T1826,U345,38780,20-11-24 14:17,Delhi,D370,Amazon,0
T1827,U62,32220,18-06-24 23:36,Mumbai,D144,Amazon,0
T1828,U292,23093,03-01-24 8:29,Chennai,D258,Paytm,0
T1829,U647,42448,20-02-24 2:26,Delhi,D493,Zomato,0
T1830,U1944,12273,21-01-24 15:17,Chennai,D331,Zomato,0
T1831,U1465,36044,07-10-24 20:00,Chennai,D285,Zomato,0
T1832,U1796,4857,28-01-24 2:45,Mumbai,D382,Swiggy,0
T1833,U167,27307,21-09-24 18:48,Bangalore,D195,Flipkart,0
T1834,U1288,8347,30-03-24 0:20,Hyderabad,D461,Swiggy,0
T1835,U863,47275,14-02-24 21:39,Hyderabad,D271,Flipkart,0
T1836,U468,29229,24-08-24 17:17,Delhi,D125,Amazon,0
T1837,U1203,24498,09-12-24 1:36,Bangalore,D237,Swiggy,0
T1838,U1908,18399,28-04-24 23:13,Mumbai,D205,Flipkart,0
T1839,U1368,17349,26-11-24 8:20,Delhi,D69,Swiggy,0
T1840,U986,3546,14-07-24 3:39,Bangalore,D53,Flipkart,0
T1841,U1619,8923,11-02-24 16:53,Delhi,D125,Flipkart,0
T1842,U410,6479,19-06-24 22:28,Delhi,D404,Swiggy,0
T1843,U1597,44991,23-04-24 5:31,Delhi,D22,Flipkart,0
T1844,U1151,38114,03-09-24 1:53,Mumbai,D214,Zomato,0
T1845,U1651,37187,14-07-24 14:48,Delhi,D246,Amazon,0
T1846,U844,7794,25-03-24 0:32,Chennai,D411,Paytm,0
T1847,U1328,25173,16-09-24 10:59,Mumbai,D182,Flipkart,0
T1848,U586,47001,21-09-24 6:53,Hyderabad,D229,Flipkart,0
T1849,U1244,24279,16-01-24 7:17,Mumbai,D58,Amazon,0
T1850,U1972,19875,01-12-24 15:58,Hyderabad,D141,Amazon,0
T1851,U1723,15504,19-11-24 8:22,Delhi,D133,Paytm,0
T1852,U849,35167,24-04-24 11:09,Hyderabad,D392,Paytm,0
T1853,U910,26582,06-05-24 7:08,Delhi,D361,Amazon,0
T1854,U645,37627,08-12-24 6:24,Chennai,D237,Swiggy,0
T1855,U392,46349,19-01-24 13:07,Mumbai,D471,Paytm,0
T1856,U1565,43917,19-04-24 18:46,Mumbai,D486,Zomato,0
T1857,U1035,41708,18-08-24 13:19,Chennai,D318,Paytm,0
T1858,U431,1840,21-09-24 4:30,Delhi,D229,Swiggy,0
T1859,U1902,33559,18-06-24 12:48,Mumbai,D189,Amazon,0
T1860,U69,24985,09-12-24 3:28,Hyderabad,D278,Flipkart,0
T1861,U30,7032,27-10-24 13:39,Bangalore,D263,Flipkart,0
T1862,U440,13081,09-11-24 22:14,Chennai,D272,Paytm,0
T1863,U1115,41106,04-11-24 20:56,Mumbai,D500,Amazon,0
T1864,U975,32895,29-05-24 3:58,Hyderabad,D128,Paytm,0
T1865,U801,38773,21-05-24 16:06,Hyderabad,D431,Swiggy,0
T1866,U1834,19617,18-03-24 8:46,Chennai,D66,Amazon,0
T1867,U1200,32084,10-01-24 0:38,Hyderabad,D107,Amazon,0
T1868,U35,17044,05-05-24 11:28,Bangalore,D322,Paytm,0
